Timestamp,Polarity,Subjectivity,Tweet
Thu Jan 04 08:31:00 +0000 2018,0.20,0.20,"""RT @iotatokennews: #IOTA - \""There is way too much planned and lined up for 2018 to cover in this preview- 45 x Q\"" (https:\/\/t.co\/PaPnDirNTG)\u2026"""
Thu Jan 04 08:31:01 +0000 2018,-0.80,1.00,"""@Daddy what crypto currency do I invest some money into? I\u2019m stupid"""
Thu Jan 04 08:31:00 +0000 2018,0.00,0.00,"""RT @JpCointelegraph: \u6b62\u307e\u3089\u306a\u3044\u30ea\u30c3\u30d7\u30eb\u529b\u5f37\u304f\u7d9a\u4f38\u3067\uff13\uff15\uff10\u5186\u8d85\u3048 \u6642\u4fa1\u7dcf\u984d\u3082\u30d3\u30c3\u30c8\u30b3\u30a4\u30f3\u306e\u534a\u5206\u306b\nhttps:\/\/t.co\/krWj3JYAlb"""
Thu Jan 04 08:31:01 +0000 2018,0.00,0.00,"""Getting Started with #BitcoinMining https:\/\/t.co\/1k5pt8eWoP"""
Thu Jan 04 08:31:01 +0000 2018,0.00,0.00,"""\u201cThe #Tokenization of Research\u201d https:\/\/t.co\/MgSiDsTp7c #cryptocurrency #tokenomics"""
Thu Jan 04 08:31:01 +0000 2018,0.50,0.15,"""xytfz,\n\nTHE BEST DIGITAL CURRENCY EXCHANGE\n\n\u279c\u279c https:\/\/t.co\/Cm3uCwzINR\n\nXRP \u265d IOTA \u261a LTC \u263d XLM \u266e TRX BUY \u263c ETH\n\n600248705qorzndxvb yglbqhjos"""
Thu Jan 04 08:31:01 +0000 2018,0.00,0.00,"""yqopj,\n\nBEST CRYPTOCURRENCY EXCHANGE SITE\n\n\u279c\u279c https:\/\/t.co\/sxucjD9XO9\n\nXRP \u2643 IOTA \u260d LTC \u263d XLM \u2634 TRX BUY \u261d ETH\n\n189638053nlfqtvojh stegbuxvh"""
Thu Jan 04 08:31:02 +0000 2018,0.80,0.75,"""RT @SudanGoldCoin: And another great news from SGC team. We've updated our website and added BTC Cash to the list of supported cryptocurren\u2026"""
Thu Jan 04 08:31:02 +0000 2018,0.00,0.00,"""nszbo,\n\nBUY XVG NO VERIFICATION WAIT TIMES!\n\n\u279c\u279c https:\/\/t.co\/QvcHK92Jnu\n\nXRP \u2619 IOTA \u2687 LTC \u2617 XLM \u264b TRX BUY \u264c ETH\n\n16\u2026 https:\/\/t.co\/5zVvdGVnIa"""
Thu Jan 04 08:31:02 +0000 2018,0.00,0.00,"""RT @mentalitycz: #litecoin check this out. If you zoom out we are getting to breakout point. According to ATH at transaction rates I would\u2026"""
Thu Jan 04 08:31:02 +0000 2018,0.42,0.86,"""RT @cryptomerckkkk: I Will be giving away 0.25 #bitcoin to One Lucky person at 4250 followers. follow and retweet to enter Also make sure t\u2026"""
Thu Jan 04 08:31:02 +0000 2018,0.00,0.00,"""auwre,\n\nGET YOUR XRP HERE!\n\n\u279c\u279c https:\/\/t.co\/gx5iofiove\n\nXRP \u2605 IOTA \u2670 LTC \u264c XLM \u2616 TRX BUY \u2636 ETH\n\n866193779dnwprghfk pshmwizbl"""
Thu Jan 04 08:31:01 +0000 2018,0.00,0.00,"""Gestern oft gelesen: Dieses Portr\u00e4t von Robert K\u00fcfner erkl\u00e4rt den #Bitcoin-Hype besser als jedes Hintergrundst\u00fcck.\u2026 https:\/\/t.co\/CnyhRf8q9y"""
Thu Jan 04 08:31:01 +0000 2018,0.25,0.33,"""\ud83d\udc49  Lucyd: GOLD label at CoinSchedule \ud83d\udc48 \n\nThe first #ICO developing blockchain-fueled smartglasses\n\nGET BONUS NOW:\u2026 https:\/\/t.co\/TCP0jDB258"""
Thu Jan 04 08:31:02 +0000 2018,-0.52,0.77,"""Altcoin News - Bitcoin Hard Fork Segwit2x, Coinbase Bitcoin Cash, Ember Coin - https:\/\/t.co\/CzAuJYmPpZ #cryptocoins\u2026 https:\/\/t.co\/NZWltBxQJZ"",""display_text_range"":[0,140]"
Thu Jan 04 08:31:03 +0000 2018,0.00,0.00,"""Bitcoin Isn't a Currency, It's a Commodity\u2014Price It That Way https:\/\/t.co\/fNPPWZCts0"""
Thu Jan 04 08:31:03 +0000 2018,0.00,0.00,"""jnful,\n\nLTC LITECOIN EXCHANGE - NO ID VERIFICATION\n\n\u279c\u279c https:\/\/t.co\/F4DLRsakar\n\nXRP \u263d IOTA \u2683 LTC \u2679 XLM \u2613 TRX BUY \u2660\u2026 https:\/\/t.co\/DloSyuA4zG"""
Thu Jan 04 08:31:03 +0000 2018,-0.20,0.00,"""RT @EddyElfenbein: Dear lord. We had to waste our time with music, art and books. https:\/\/t.co\/SdDes1wx1m"""
Thu Jan 04 08:31:03 +0000 2018,0.00,0.00,"""dofzb,\n\nCOINBASE ALTERNATIVE\n\n\u279c\u279c https:\/\/t.co\/6xb3T9dIpt\n\nXRP \u2669 IOTA \u2656 LTC \u2673 XLM \u2615 TRX BUY \u261d ETH\n\n268183029qkgefjpul kwvpjihym"""
Thu Jan 04 08:31:03 +0000 2018,0.00,0.00,"""[TR] 04\/01\/2018 08:30:01 Bitcoin: \u20ba57800 Ripple: \u20ba3696.99  #bitcoin #altcoin #coin #blockchain #crypto #kripto"""
Thu Jan 04 08:31:03 +0000 2018,0.00,0.00,"""Sneaky Crypto Malware Miners Are Targeting Ad Networks Next. https:\/\/t.co\/I7esvDtvjT"""
Thu Jan 04 08:31:04 +0000 2018,-0.12,0.75,"""THE RAISE ACTUALLY IS MORE THAN 1000% ($0.30 bottom and $4 for the time being)... #untrueinfo https:\/\/t.co\/TBaW6MfNwV"",""display_text_range"":[0,93]"
Thu Jan 04 08:31:05 +0000 2018,0.55,0.70,"""RT @blockchain: It's been an epic 9 years since the Genesis Block was mined. Happy Birthday, #Bitcoin! https:\/\/t.co\/QD3erZHIap"""
Thu Jan 04 08:31:05 +0000 2018,0.38,0.75,"""RT @mijustin: One way to test your motivation: \n\n\u201cWould I be doing this if there wasn\u2019t $$ involved?\u201d\n\n- \u201cWould I be excited about Bitcoin\u2026"""
Thu Jan 04 08:31:05 +0000 2018,0.40,0.80,"""Earn Free Bitcoin \u2013 Bitcoin faucet : https:\/\/t.co\/WYeiwAzHW5 #bitcoin #btc January 04, 2018 at 09:31AM"""
Thu Jan 04 08:31:05 +0000 2018,0.00,0.00,"""H\u0131zl\u0131 geli\u015fmekte olan Ripple nedir ? Bitcoin kadar g\u00fc\u00e7l\u00fc olabilir mi ? \n\nhttps:\/\/t.co\/DaFk7AhRfQ"""
Thu Jan 04 08:31:05 +0000 2018,0.08,0.50,"""RT @Bitfinexed: Since Tether, and Bitfinex lost bona-fide banking, and website pretty much functionally disabled, Tether somehow issued 1.3\u2026"""
Thu Jan 04 08:31:05 +0000 2018,-0.75,1.00,"""\u2705Binance\n\u274cPoloniex\n\u274cBittrex\n\nMove your trading to the #1 crypto exchange today! \ud83d\ude80\n\nReceive a 50% discount on tradin\u2026 https:\/\/t.co\/EMM5281FpR"",""display_text_range"":[0,140]"
Thu Jan 04 08:31:06 +0000 2018,0.00,0.40,"""#DASH\n The price of #Dash is currently $1153.2800\n #Crypto $DASH"""
Thu Jan 04 08:31:04 +0000 2018,0.00,0.07,"""\ud83d\udc49 Today 20% #BONUS on the Public #Sale price \ud83d\udc48 \n\nDADI: #ICO rating 4.7 out of 5.0\n\nJoin NOW and GET BONUS here:\u2026 https:\/\/t.co\/ZrhVE7B7No"""
Thu Jan 04 08:31:05 +0000 2018,0.00,1.00,"""RT @cube_coin: Cubecoin Airdrop final \n#airdrop #airdrops #tokensale #token #crypto #cube #cubecoin #Ethereum \n\nhttps:\/\/t.co\/HjbqjR2Qq9"""
Thu Jan 04 08:31:06 +0000 2018,-0.75,1.00,"""@cryptomerckkkk still trying\nbitcoin address: 3NTGrF7x5Qwea65bEGr68AQJz1xgkxbZuV"",""display_text_range"":[16,80]"
Thu Jan 04 08:31:06 +0000 2018,0.00,0.00,"""ho messo 666 tra foto e video e come i bitcoin sono arrivato al limite \ud83d\ude02"""
Thu Jan 04 08:31:04 +0000 2018,-0.75,1.00,"""Jan 04, 2018 08:30:00 UTC | 14,611.30$ | 12,147.40\u20ac | 10,808.50\u00a3 | #Bitcoin #btc https:\/\/t.co\/bD0ipHNAlF"",""display_text_range"":[0,80]"
Thu Jan 04 08:31:06 +0000 2018,-0.13,0.75,"""RT @SilkyFlo: To do a 51 % attack on @DigiByteCoin #Digibyte would require 93% of primary algo and 51% of remaining 4 which is IMPOSSIBLE t\u2026"""
Thu Jan 04 08:31:07 +0000 2018,0.00,0.00,"""\uff12\uff10\uff11\uff17\u5e74\u306b\u6700\u3082\u5024\u4e0a\u304c\u308a\u3057\u305f\u4eee\u60f3\u901a\u8ca8\u30c8\u30c3\u30d7\uff11\uff10\u306f\uff1f\u30ea\u30c3\u30d7\u30eb\u3001\uff2e\uff25\uff2d\u7b49\uff13\uff10\uff10\u500d\u306b\u306a\u3063\u305f\u30a2\u30eb\u30c8\u30b3\u30a4\u30f3\u3082\nhttps:\/\/t.co\/0Wbkxngt19"""
Thu Jan 04 08:31:07 +0000 2018,0.00,0.00,"""RT @crypto_rand: @VentureCoinist @CryptoBully @cryptomocho @ZeusZissou @FatihSK87 @officialmcafee @binance_2017 @BittrexExchange @Poloniex\u2026"""
Thu Jan 04 08:31:07 +0000 2018,0.00,0.00,"""Block: 511413 \nSize: 1214.37 kb \nFee: 0.21$\/kb \nPrice: 2450.32$ | 0.16317 BTC \n#BitcoinCash $BCH #BCH $BCC #BCC\u2026 https:\/\/t.co\/Br1ZEeTO0O"""
Thu Jan 04 08:31:07 +0000 2018,0.00,0.00,"""Statistical Analysis Reveals Ties That Bind the Cryptocurrency Markets https:\/\/t.co\/CfxeapVSSq #bitcoin #BTC $BTC"""
Thu Jan 04 08:31:08 +0000 2018,0.50,0.50,"""RT @bitcoingold: My, we\u2019ve grown! The Bitcoin Gold Organization has more than doubled in size, ADDING TEAM MEMBERS IN ALL AREAS. Our expand\u2026"""
Thu Jan 04 08:31:08 +0000 2018,-0.50,0.50,"""RT @Cryptamine_: giving away 100 $XRP to random 3 followers.All you have to Follow me, Retweet and like this post to enter. #bitcoins #xrp\u2026"""
Thu Jan 04 08:31:08 +0000 2018,0.00,0.41,"""RT @CryptoGulp: Total #cryptocurrencies market cap has just reached $769.45 billion\n\nAs for the trading volume in the last 24 hours, it has\u2026"""
Thu Jan 04 08:31:08 +0000 2018,-0.06,0.19,"""Chinese Cryptocurrency Exchanges Delay Launching in South Korea Due to Regulation https:\/\/t.co\/E73ayXTKrH #bitcoin #BTC $BTC"""
Thu Jan 04 08:31:08 +0000 2018,0.40,0.80,"""Two-Tired? Here\u2019s Some Free Crypto from Obike to Motivate You https:\/\/t.co\/DE6wNXGtWT #bitcoin #BTC $BTC"""
Thu Jan 04 08:31:09 +0000 2018,0.12,0.53,"""RT @laurashin: \u201cRipple is highly centralized &amp; XRP is more akin to a PayPal account than a trustless system like bitcoin.... It's hard to c\u2026"""
Thu Jan 04 08:31:09 +0000 2018,0.00,0.00,"""RT @GiantGox: \u9280\u884c\u9001\u91d1\u306b\u4eee\u60f3\u901a\u8ca8\u6280\u8853\u3001\u624b\u6570\u6599\u5927\u5e45\u5f15\u304d\u4e0b\u3052\u3078\uff08\u8aad\u58f2\u65b0\u805e\uff09 - Yahoo!\u30cb\u30e5\u30fc\u30b9 https:\/\/t.co\/wSKuQD1f8G #Ripple"""
Thu Jan 04 08:31:09 +0000 2018,-0.25,0.67,"""@SwaptySports @TheTankkkkk @SatoshiLite The National Bank of Abu Dhabi (NBAD) has become the first bank in the Midd\u2026 https:\/\/t.co\/6VDAa4SEFI"",""display_text_range"":[40,140]"
Thu Jan 04 08:31:09 +0000 2018,0.17,0.82,"""RT @InfoNebeus: Buy 50 NBTK today and get the one and only true multi-currency card\u2014Nebeus Mastercard\u2014for free!\n\nGet your card: https:\/\/t.c\u2026"""
Thu Jan 04 08:31:09 +0000 2018,0.12,0.53,"""RT @laurashin: \u201cRipple is highly centralized &amp; XRP is more akin to a PayPal account than a trustless system like bitcoin.... It's hard to c\u2026"""
Thu Jan 04 08:31:01 +0000 2018,0.00,0.00,"""Gestern oft gelesen: Dieses Portr\u00e4t von Robert K\u00fcfner erkl\u00e4rt den #Bitcoin-Hype besser als jedes Hintergrundst\u00fcck.\u2026 https:\/\/t.co\/CnyhRf8q9y"""
Thu Jan 04 08:31:09 +0000 2018,0.23,0.59,"""Great work guys wish you more success. My coins got hacked unfortunately so wish rest of you the best https:\/\/t.co\/lmfWXrteov"",""display_text_range"":[0,101]"
Thu Jan 04 08:31:10 +0000 2018,0.00,0.00,"""RT @Dio: Tutto il 2017 a investire in bitcoin, e invece il business erano i #sacchetti."""
Thu Jan 04 08:31:10 +0000 2018,0.29,0.59,"""RT @maxekaplan: $BTC market cap dominance sinks to it's lowest levels ever at 35%. With 200 DMA catching up, significant progress being mad\u2026"""
Thu Jan 04 08:31:10 +0000 2018,0.00,0.00,"""#STRG #Airdrop #Cryptocurrency #StratisGold. Join now, link:\n https:\/\/t.co\/ropU1RAn3G"""
Thu Jan 04 08:31:10 +0000 2018,0.00,0.00,"""What are you doing with Ripple $XRP ???"""
Thu Jan 04 08:31:10 +0000 2018,0.00,0.00,"""Crypto Macroeconomic Perspectives\nhttps:\/\/t.co\/hSsl8tmoXS"""
Thu Jan 04 08:31:10 +0000 2018,-0.08,0.34,"""Current #crypto prices on #Bittrex:\n\n#Bitcoin at $14,600, down -3.4%.\n#Ethereum at $938, up 7.0%.\n#Ripple at $3.18,\u2026 https:\/\/t.co\/75p3YOjsIk"""
Thu Jan 04 08:31:11 +0000 2018,0.00,0.50,"""RT @ChartSaysYes: Ripple $XRP now has a larger (fully diluted) market capitalization than Bitcoin $BTC"""
Thu Jan 04 08:31:11 +0000 2018,0.00,0.00,"""RT @bitcoincoid: Selamat pagi, Bitcoiners! Harga Bitcoin di pagi ini mengalami kenaikan, sementara beberapa Altcoin mengalami penurunan. Su\u2026"""
Thu Jan 04 08:31:11 +0000 2018,0.00,0.00,"""RT @mclynd: \ud83d\udc49\ud83c\udffb\ud83d\udc49\ud83c\udffb  How to Use Blockchain: 10 Use Cases \ud83c\udfe6  \ud83d\udcb8   https:\/\/t.co\/cIjIVYDpdj \n\n#Bitcoin #Ethereum #LiteCoin #Dash #Fintech #AI #IoT\u2026"""
Thu Jan 04 08:31:11 +0000 2018,-0.09,0.26,"""RT @xrp_news: Why is $XRP price going up?\n\n-fast 3 sec transactions, costing less than a penny\n-hedge funds are investing big $ (Arrington\u2026"""
Thu Jan 04 08:31:11 +0000 2018,0.00,0.00,"""Buy Wall Detected \n\nBuy Wall of 61.728 $BTC has been moved from the Price of 0.00020000 to 0.00021900 on $XRP!\n\n Cu\u2026 https:\/\/t.co\/1avZQwfSFS"""
Thu Jan 04 08:31:11 +0000 2018,0.01,0.47,"""RT @cecily_frazier: \u201cA POSITIVE RIPPLE ON THE INTERNET\u201d BITCH YOU JUST POSTED A DEAD BODY FOR VIEWS BECAUSE U ARE A MONEY FIEND. YOU DONT C\u2026"""
Thu Jan 04 08:31:12 +0000 2018,0.35,0.55,"""Austrian Brokerage Service Bitpanda Adds Full Bitcoin Cash Integration\nhttps:\/\/t.co\/nERHD6t7Qa\n$BTC #BTC $LTC #LTC $DASH #DASH $BCH #BCH"""
Thu Jan 04 08:31:12 +0000 2018,0.00,0.40,"""#EOS\n The price of #EOS is currently $11.5318\n #Crypto $EOS"""
Thu Jan 04 08:31:12 +0000 2018,0.00,0.00,"""RT @Crypticsup: Cryptocurrency forecast for 03.01.2017\nhttps:\/\/t.co\/KFSkozETr3 https:\/\/t.co\/AEsBrv6fOY"""
Thu Jan 04 08:31:12 +0000 2018,0.00,0.00,"""mine bitcoin at https:\/\/t.co\/OVPmQ37rlg @danieltosh @coldplay @Harry_Styles @ladygaga @jimmyfallon @aliciakeys\u2026 https:\/\/t.co\/UD9DWUk2uY"""
Thu Jan 04 08:31:12 +0000 2018,0.50,1.00,"""RT @moneytrigz: people buy a @TREZOR and then use the segwit addresses :) they start with 3\n#bitcoin $btc\nhttps:\/\/t.co\/fKf3weG2o0"""
Thu Jan 04 08:31:13 +0000 2018,0.00,0.00,"""Mi \u00e8 piaciuto un video di @YouTube: https:\/\/t.co\/4XbsDWCjw9 Tu quanti Bitcoin hai?"""
Thu Jan 04 08:31:13 +0000 2018,-0.06,0.88,"""RT @nopoweradeinusa: I wish I could be one of those guys who gets rich off bitcoin &amp; cryptocurrencies but unfortunately I was born insanely\u2026"""
Thu Jan 04 08:31:13 +0000 2018,0.00,0.00,"""GMO\u3001DMM\u3001SBI\u304c\u53c2\u5165\u3057\u305f\u30d3\u30c3\u30c8\u30b3\u30a4\u30f3\u30de\u30a4\u30cb\u30f3\u30b0\u3001\u4e16\u754cNo.1\u306e\u4f1a\u793e\u306b500$\u6295\u8cc7\u3057\u305f\u3089\u9a5a\u7570\u306e\u7d50\u679c\u304c\u3001\u3001\u3001\n\n\u30ea\u30c4\u30a4\u30fc\u30c8\u30fb\u3044\u3044\u306d\u9650\u5b9a\u3001\u30e9\u30a4\u30f3\uff20\u306b\u767b\u9332\u306e\u65b9\u6bce\u670850\u540d\u306b5000\u5186\u5206\u306eBitcoin\u30d7\u30ec\u30bc\u30f3\u30c8\u21d2\n\nhttps:\/\/t.co\/wt9VuzvPdO"""
Thu Jan 04 08:31:13 +0000 2018,0.25,0.29,"""RT @CryptoCoinWD: \ud83d\ude40 Exactly 9 years ago this day the first #Bitcoin block was mined. The reward was 50 BTC (approx $750k in today\u2019s value a\u2026"""
Thu Jan 04 08:31:13 +0000 2018,0.35,0.55,"""RT @BITPANDAcom: Bitcoin Cash receives full integration on Bitpanda\nhttps:\/\/t.co\/s6JPtddXay"""
Thu Jan 04 08:31:13 +0000 2018,0.30,0.50,"""RT @blockchainers: Fresh #blockchain News: #Pundi X Announces Point-of-Sale #hardware https:\/\/t.co\/mBRP5LHFrj  @blockchainers  #Bitcoin #Et\u2026"""
